AAPL.Close
83.800002
85.659998
85.049997
85.47
92.570003
96.999997
95.800003
94.620003
97.099999
94.949997
89.070003
88.500003
86.789997
85.699999
86.700002
86.249998
85.379998
85.939998
85.550002
85.73
84.739997
84.749997
83.939999
84.149997
86.150002
86.180003
83.270003
84.88
84.700003
85.300003
85.210001
84.829999
85.899997
89.199999
89.509999
89.070003
88.510003
83.929998
84.610001
87.060003
85.409999
86.32
88.190002
87.719998
87.999998
87.969997
89.870001
88.400001
89.999997
89.570001
89.590001
91.130003
91.479998
93.869999
93.960001
93.519998
95.849998
95.460002
93.239998
93.750003
92.909997
93.650001
94.5
94.270001
94.679997
93.650001
94.250001
92.590003
92.190001
90.240003
91.430003
90.349998
90.4
90.270003
90.969999
93.509997
93.239998
95.349999
98.839999
99.919997
99.800001
99.47
100.390001
100.400002
100.809998
103.920002
105.060001
106.880003
107.34
108.739999
109.36
107.519998
107.34
109.440001
110.020001
111.98
113.539995
112.889994
110.689997
113.619997
114.35
118.769995
121.189997
118.4
121.33
122.670004
123.639999
124.069996
124.490005
120.190001
120.380005
117.500006
118.749994
120.499994
125.090006
123.66
121.550005
123.900005
122.999998
122.339996
119.650002
121.889999
120.559996
122.040003
121.259998
127.17
132.749994
132.299997
130.330006
132.349998
132.389999
134.069998
137.730001
138.099997
138.910002
138.119997
140
143.750006
143.700005
134.890003
137.260004
146.000004
143.849995
141.430006
131.759998
135.000006
136.49
131.85
135.249998
135.030006
134.009996
126.389996
125.000004
127.790001
124.029995
119.899994
117.049995
122.060003
122.219994
127.569996
132.510002
131.069996
135.299999
132.249996
126.820005
134.079998
136.249994
138.480005
144.160002
136.760006
135.010006
131.769999
136.710005
135.490004
136.849995
137.200003
138.809999
138.410004
140.919994
140.770004
140.309994
144.150002
148.280003
153.179995
152.769999
154.499998
153.470001
156.34
158.449995
157.919996
156.239998
161.449997
167.909998
167.859997
166.789999
162.230001
167.249996
166.980003
169.579996
172.750002
173.500006
170.420002
174.359999
186.160002
185.929996
182.780005
184.699995
185.090004
186.999994
189.949995
187.440004
187.870001
186.180002
191.789997
186.300005
175.469997
165.370007
153.759995
169.960005
166.109997
164.299995
166.390003
163.950001
168.850006
168.459997
171.540001
172.539997
174.809996
180.219999
184.289999
182.220005
178.859995
179.810003
185.5
189.949995
194.300001
194.209999
188.540003
190.860003
191.829998
190.390005
184.400002
182.979996
183.119999
187.209999
193.910006
198.799997
198.950001
198.570005
199.829994
198.079994
194.84
194.930002
180.049995
177.639994
171.249994
179.399994
178.020002
172.690001
178.780006
169.039997
159.639996
160.889997
161.359995
155.639997
139.070005
135.600006
130.009998
130.009998
131.540007
132.179995
135.360001
133.750004
131.649996
129.359997
122.000002
121.239998
125.480001
129.449999
124.860001
129.399998
127.459993
124.629995
122.180006
123.820004
121.540005
119.459997
119.740004
119.150003
122.959997
129.909996
125.020004
121.729996
124.619995
124.490005
120.930004
122.249994
119.690002
127.350004
126.030001
127.940004
126.610001
126.730003
132.819996
129.670004
133.270006
139.530003
140.979996
145.059996
140.250006
143.010002
143.5
149.530005
147.489998
151.609999
153.080006
155.890003
152.84
151.439995
154.549999
147.140003
147.780005
148.380005
153.700006
154.489998
161.040001
168.160004
160.199995
162.890003
168.939995
169.73
172.240004
175.050001
173.950003
179.999994
180.940002
184.729996
186.66
182.59
185.060003
183.450006
188.159994
189.959995
186.260004
189.730003
187.619995
183.599997
185.899996
178.190006
177.049994
181.169994
186.429995
187.009995
186.690001
188.749994
186.1
185.369997
185.190006
189.429996
185.640003
181.610004
185.640003
180.809999
173.26
172.370007
176.840002
181.43
178.750006
180.900002
175.270006
173.159998
173.25
177.390001
168.260006
170.089994
167.440001
174.680006
168.180004
170.119995
175.160004
179.549997
174.249996
176.629997
172.579998
173.880001
169.639997
172.810003
171.809994
165.150002
166.290001
162.019997
166.26
159.029995
162.119999
154.399996
157.080004
159.880001
158.950006
156.659994
153.229996
160.640005
164.190006
163.570005
169.549995
173.559994
176.73
179.300005
179.320005
175.740004
175.389996
173.530006
175.840006
174.289997
176.790001
172.549997
173.639996
174.670006
173.739998
169.529995
166.189999
166.960003
161.220005
160.179995
157.919996
151.68
151.609999
152.649996
148.940004
140.359995
139.879997
127.830002
134.089998
140.909994
131.049995
126.840006
128.709995
131.930002
128.239998
105.259999
113.659998
109.120001
100.100001
97.069999
98.140003
89.159998
89.789999
88.740002
96.799999
110.26
104.079999
97.949999
101.890002
97.4
98.439997
91.489998
96.870001
98.229999
96.380003
92.089998
99.909997
104.550003
111.039998
107.589999
106.959998
110.989997
103.300001
99.099998
98.239999
95.879998
94.77
90.12
96.439998
90.240003
88.140001
89.910002
86.289999
80.49
82.580001
92.949998
90.800002
94.999998
92.669998
88.929999
92.47
95.899999
91.410003
94.000002
99.719999
100.06
98.209998
94.999998
98.27
94.749999
95.430001
89.159998
89.429997
89.999997
85.74
86.380001
85.039997
85.810001
86.61
86.289999
85.349998
90.750001
94.580002
93.02
91.01
92.699999
90.579997
88.66
87.709998
85.329997
83.379999
82.330002
78.200001
82.83
88.36
88.36
89.640002
90.73
94.2
92.999999
90.13
91.509998
92.979999
93.549998
96.459998
99.719999
102.510003
97.830003
96.82
99.270002
99.16
94.530001
94.369997
90.639998
91.199998
86.950001
90.250003
91.159997
89.189999
89.310001
87.939997
88.37
91.169997
88.839997
85.300003
83.11
88.629999
92.679998
96.350002
95.929999
95.420001
99.659998
101.52
101.620003
101.590002
107.660001
106.500001
106.490001
109.869998
106.850002
104.490002
105.120003
108.689998
112.710003
115.989998
118.450001
115.000002
116.320005
119.57
120.220001
118.309998
117.639996
121.450003
123.419994
120.499994
121.759996
121.510004
125.4
123.900005
124.729998
123.900005
125.139994
125.829996
127.240002
132.070005
132.709993
132.500002
129.060003
129.190006
129.570002
124.420004
119.489998
122.949997
122.419998
126.650002
127.450006
125.869997
124.179998
122.5
130.780003
133.050001
135.069994
135.809998
139.349998
139.490002
140.949995
143.740005
144.67
143.849995
142.719995
140.250006
139.949999
136.969997
136.090004
136.349997
135.580006
135.879999
139.480001
137.370007
134.009996
136.219994
139.859997
142.440002
141.970005
142.430002
142.829998
140.02
138.609995
135.400002
137.220003
136.359997
138.520006
142.34
142.269999
146.879997
147.519999
151.750002
152.910002
151.509996
156.739996
157.819994
159.990004
160.100006
160.000004
160.030005
162.790001
163.390001
166.430004
165.549997
165.110001
163.91
165.509996
164.720005
162.830002
165.310005
168.419996
166.779999
159.589994
164.000002
164.600002
166.330002
169.220001
